,trial,condition,structure,filler,violation,congruency,interference,viol_loc,n1_number,n2_number,v1_number,n1,n2,v1,sentence,run_type
28,trial_29,GDLD,pp,no,yes,yes,yes,6,plur,plur,sing,gardiens,gérants,défend,Les gardiens proche des gérants défend les pompiers.,auditory
29,trial_30,GSLD,pp,no,no,no,yes,None,sing,plur,sing,champion,chefs,décrit,Ce champion loin des chefs décrit ce peintre.,auditory
30,trial_31,GSLS,pp,no,no,yes,no,None,sing,sing,sing,chef,gérant,craint,Ce chef proche du gérant craint un pompier.,auditory
31,trial_32,obj_filler,obj,yes,yes,None,None,7,plur,plur,plur,chefs,gardiens,craignent,Les chefs que ces gardiens craignent prêtres danser.,auditory
32,trial_33,GDLD,obj,no,yes,yes,yes,6,sing,sing,plur,libraire,patient,défendent,Un libraire que ce patient défendent vomit partout.,auditory
33,trial_34,GDLS,pp,no,yes,no,no,6,plur,sing,sing,marins,peintre,suit,Les marins proche du peintre suit ces plombiers.,auditory
34,trial_35,GDLS,obj,no,no,no,yes,None,sing,plur,plur,comédien,libraires,séduisent,Ce comédien que les libraires séduisent sait danser.,auditory
35,trial_36,GDLS,pp,no,yes,no,no,6,sing,plur,plur,client,comédiens,reçoivent,Ce client loin des comédiens reçoivent ce peintre.,auditory
36,trial_37,GSLD,pp,no,no,no,yes,None,sing,plur,sing,malade,patients,décrit,Un malade proche des patients décrit le serveur.,auditory
37,trial_38,GDLD,pp,no,yes,yes,yes,6,sing,sing,plur,gardien,médecin,plaignent,Un gardien loin du médecin plaignent ce pompier.,auditory
38,trial_39,GDLD,pp,no,yes,yes,yes,6,sing,sing,plur,chef,peintre,endorment,Le chef proche du peintre endorment un plombier.,auditory
39,trial_40,GDLD,pp,no,yes,yes,yes,6,sing,sing,plur,boucher,peintre,attendent,Le boucher auprès du peintre attendent ce soldat.,auditory
40,trial_41,GSLD,pp,no,no,no,yes,None,plur,sing,plur,chefs,malade,punissent,Ces chefs auprès du malade punissent les vendeurs.,auditory
41,trial_42,GDLD,obj,no,yes,yes,yes,6,sing,sing,plur,chanteur,marchand,plaignent,Un chanteur que ce marchand plaignent part demain.,auditory
42,trial_43,GSLD,obj,no,yes,no,no,6,sing,plur,sing,gérant,malades,élit,Le gérant que les malades élit repart demain.,auditory
43,trial_44,GSLD,obj,no,yes,no,no,6,plur,sing,plur,danseurs,juge,décrivent,Les danseurs que ce juge décrivent veulent manger.,auditory
44,trial_45,GDLD,obj,no,yes,yes,yes,6,plur,plur,sing,danseurs,juges,entend,Les danseurs que ces juges entend répondent rarement.,auditory
45,trial_46,GDLD,pp,no,yes,yes,yes,6,sing,sing,plur,chef,comédien,décrivent,Un chef auprès du comédien décrivent le juge.,auditory
46,trial_47,pp_filler,pp,yes,yes,None,None,5,sing,plur,sing,gérant,sait,attend,Le gérant auprès du sait attend un pompier.,auditory
47,trial_48,GDLS,pp,no,yes,no,no,6,sing,plur,plur,client,comédiens,défendent,Le client auprès des comédiens défendent un danseur.,auditory
48,trial_49,GDLS,pp,no,yes,no,no,6,plur,sing,sing,comédiens,facteur,attend,Des comédiens près du facteur attend ces marins.,auditory
49,trial_50,GSLD,pp,no,no,no,yes,None,plur,sing,plur,dentistes,facteur,attendent,Les dentistes proche du facteur attendent des malades.,auditory
50,trial_51,GSLS,obj,no,no,yes,no,None,sing,sing,sing,champion,libraire,entend,Le champion que le libraire entend vomit parfois.,auditory
51,trial_52,GSLS,obj,no,no,yes,no,None,sing,sing,sing,dentiste,libraire,hait,Le dentiste que ce libraire hait doit manger.,auditory
52,trial_53,GDLD,pp,no,yes,yes,yes,6,sing,sing,plur,danseur,marin,décrivent,Ce danseur proche du marin décrivent ce prêtre.,auditory
53,trial_54,GSLS,pp,no,no,yes,no,None,plur,plur,plur,coiffeurs,gardiens,suivent,Ces coiffeurs près des gardiens suivent les patients.,auditory
54,trial_55,obj_filler,obj,yes,yes,None,None,7,plur,plur,plur,comédiens,marins,bénissent,Ces comédiens que les marins bénissent clients parfois.,auditory
55,trial_56,GDLD,pp,no,yes,yes,yes,6,plur,plur,sing,malades,marins,craint,Des malades auprès des marins craint ces pompiers.,auditory
56,trial_57,GSLD,pp,no,no,no,yes,None,plur,sing,plur,malades,marin,attendent,Les malades proche du marin attendent ces vendeurs.,auditory
57,trial_58,GSLS,pp,no,no,yes,no,None,plur,plur,plur,bouchers,juges,suivent,Les bouchers près des juges suivent ces plombiers.,auditory
58,trial_59,GDLS,pp,no,yes,no,no,6,sing,plur,plur,gardien,juges,séduisent,Ce gardien proche des juges séduisent le soldat.,auditory
59,trial_60,GSLD,pp,no,no,no,yes,None,plur,sing,plur,gérants,juge,émeuvent,Ces gérants proche du juge émeuvent les vendeurs.,auditory
60,trial_61,GDLD,obj,no,yes,yes,yes,6,plur,plur,sing,coiffeurs,gérants,séduit,Les coiffeurs que ces gérants séduit répondent rarement.,auditory
61,trial_62,GDLS,pp,no,yes,no,no,6,plur,sing,sing,bouchers,notaire,craint,Des bouchers près du notaire craint ces pompiers.,auditory
62,trial_63,GSLD,pp,no,no,no,yes,None,sing,plur,sing,coiffeur,patients,sert,Un coiffeur près des patients sert le serveur.,auditory
63,trial_64,GDLS,obj,no,no,no,yes,None,plur,sing,sing,chanteurs,marchand,punit,Des chanteurs que le marchand punit doivent partir.,auditory
64,trial_65,obj_filler,obj,yes,yes,None,None,7,sing,sing,sing,boucher,champion,défend,Ce boucher que ce champion défend vendeur danser.,auditory
65,trial_66,GSLS,obj,no,no,yes,no,None,sing,sing,sing,marchand,soldat,reçoit,Ce marchand que le soldat reçoit peint toujours.,auditory
66,trial_67,GDLS,obj,no,no,no,yes,None,sing,plur,plur,libraire,prêtres,craignent,Ce libraire que les prêtres craignent vomit parfois.,auditory
67,trial_68,GDLS,obj,no,no,no,yes,None,sing,plur,plur,dentiste,gérants,punissent,Le dentiste que les gérants punissent vomit partout.,auditory
68,trial_69,GDLS,pp,no,yes,no,no,6,sing,plur,plur,champion,coiffeurs,émeuvent,Le champion proche des coiffeurs émeuvent ce juge.,auditory
69,trial_70,GSLS,pp,no,no,yes,no,None,plur,plur,plur,chanteurs,dentistes,punissent,Ces chanteurs près des dentistes punissent des gardiens.,auditory
70,trial_71,GDLD,obj,no,yes,yes,yes,6,plur,plur,sing,coiffeurs,gardiens,séduit,Ces coiffeurs que les gardiens séduit écrivent souvent.,auditory
71,trial_72,GSLD,pp,no,no,no,yes,None,plur,sing,plur,gardiens,malade,défendent,Les gardiens auprès du malade défendent ces notaires.,auditory
72,trial_73,GSLS,obj,no,no,yes,no,None,plur,plur,plur,juges,libraires,craignent,Des juges que les libraires craignent vomissent parfois.,auditory
73,trial_74,GDLS,pp,no,yes,no,no,6,plur,sing,sing,chefs,gardien,hait,Ces chefs auprès du gardien hait des notaires.,auditory
74,trial_75,GSLD,obj,no,yes,no,no,6,plur,sing,plur,champions,malade,émeuvent,Les champions que ce malade émeuvent vomissent partout.,auditory
75,trial_76,pp_filler,pp,yes,yes,None,None,5,sing,plur,sing,notaire,peint,reçoit,Le notaire auprès du peint reçoit un vendeur.,auditory
76,trial_77,GDLS,obj,no,no,no,yes,None,plur,sing,sing,bouchers,chef,attend,Ces bouchers que le chef attend partent lentement.,auditory
77,trial_78,GSLD,obj,no,yes,no,no,6,plur,sing,plur,bouchers,facteur,punissent,Des bouchers que ce facteur punissent peignent parfois.,auditory
78,trial_79,GSLS,obj,no,no,yes,no,None,sing,sing,sing,dentiste,gardien,entend,Le dentiste que ce gardien entend répond lentement.,auditory
79,trial_80,GSLD,obj,no,yes,no,no,6,sing,plur,sing,médecin,plombiers,suit,Le médecin que les plombiers suit sait cuisiner.,auditory
80,trial_81,GSLD,pp,no,no,no,yes,None,sing,plur,sing,chanteur,comédiens,attend,Le chanteur près des comédiens attend un facteur.,auditory
81,trial_82,GDLS,pp,no,yes,no,no,6,plur,sing,sing,malades,notaire,entend,Des malades près du notaire entend des patients.,auditory
82,trial_83,GSLD,pp,no,no,no,yes,None,sing,plur,sing,chef,peintres,craint,Ce chef auprès des peintres craint un soldat.,auditory
83,trial_84,GSLS,pp,no,no,yes,no,None,sing,sing,sing,coiffeur,marin,élit,Le coiffeur proche du marin élit le serveur.,auditory
84,trial_85,GSLS,pp,no,no,yes,no,None,sing,sing,sing,chef,danseur,entend,Le chef près du danseur entend le marin.,auditory
85,trial_86,GDLD,obj,no,yes,yes,yes,6,plur,plur,sing,facteurs,pompiers,suit,Les facteurs que ces pompiers suit repartent déjà.,auditory
86,trial_87,GDLS,obj,no,no,no,yes,None,sing,plur,plur,chanteur,juges,décrivent,Le chanteur que les juges décrivent repart déjà.,auditory
87,trial_88,GSLS,obj,no,no,yes,no,None,plur,plur,plur,champions,malades,élisent,Ces champions que ces malades élisent doivent manger.,auditory
88,trial_89,GDLD,obj,no,yes,yes,yes,6,sing,sing,plur,facteur,marin,entendent,Un facteur que le marin entendent ment souvent.,auditory
89,trial_90,GDLD,pp,no,yes,yes,yes,6,plur,plur,sing,facteurs,patients,craint,Les facteurs loin des patients craint des serveurs.,auditory
