trial,condition,structure,violation,congruency,interference,viol_loc,n1_number,n2_number,v1_number,n1,n2,v1,sentence,modality,probe_word,probe,rest_duration
trial_17,GSLS,lr_pp,no,yes,no,,sing,sing,sing,boucher,juge,entend,Un boucher proche du juge entend un vendeur.,visual,comédien,False,5.5
trial_18,GDLS,lr_obj,no,no,yes,,plur,sing,sing,chanteurs,médecin,défend,Ces chanteurs que le médecin défend répondent aussitôt.,visual,aussitôt,True,6.0
trial_19,GSLD,lr_pp,no,no,yes,,sing,plur,sing,client,danseurs,entend,Ce client auprès des danseurs entend un matelot.,visual,près,False,6.5
trial_20,GSLD,lr_obj,yes,no,no,6.0,plur,sing,plur,comédiens,malade,suivent,Ces comédiens que le malade suivent peignent souvent.,visual,reçoivent,False,7.0
trial_21,GDLS,lr_obj,no,no,yes,,sing,plur,plur,comédien,notaires,entendent,Un comédien que ces notaires entendent peint toujours.,auditory,chanteur,False,5.0
trial_22,GSLS,lr_pp,no,yes,no,,sing,sing,sing,chanteur,notaire,décrit,Ce chanteur proche du notaire décrit un pompier.,auditory,décrit,True,5.5
trial_23,GDLS,lr_pp,yes,no,no,6.0,plur,sing,sing,chanteurs,médecin,hait,Des chanteurs auprès du médecin hait ces patients.,auditory,proche,False,6.0
trial_24,GDLD,lr_pp,yes,yes,yes,6.0,plur,plur,sing,comédiens,marins,séduit,Les comédiens auprès des marins séduit les serveurs.,auditory,comédiens,True,6.5
trial_25,GSLD,lr_obj,yes,no,no,6.0,sing,plur,sing,chanteur,gérants,élit,Ce chanteur que ces gérants élit veut partir.,auditory,élit,True,7.0
trial_26,GSLS,lr_obj,no,yes,no,,sing,sing,sing,peintre,plombier,élit,Le peintre que le plombier élit sait cuisiner.,auditory,danser,False,5.0
trial_27,GDLD,lr_pp,yes,yes,yes,6.0,sing,sing,plur,boucher,champion,punissent,Ce boucher proche du champion punissent un serveur.,auditory,le,False,5.5
trial_28,GSLD,lr_obj,yes,no,no,6.0,plur,sing,plur,clients,libraire,entendent,Des clients que ce libraire entendent répondent lentement.,auditory,le,False,6.0
trial_29,GDLD,lr_obj,yes,yes,yes,6.0,sing,sing,plur,client,dentiste,décrivent,Un client que ce dentiste décrivent doit manger.,auditory,que,True,6.5
trial_30,GSLD,lr_pp,no,no,yes,,plur,sing,plur,coiffeurs,dentiste,craignent,Des coiffeurs auprès du dentiste craignent les prêtres.,auditory,auprès,True,7.0
trial_31,GS,sr_pp,no,yes,no,,plur,plur,plur,danseurs,matelots,endorment,Proche des danseurs les matelots endorment les peintres.,auditory,peintres,True,5.0
trial_32,GDLS,lr_pp,yes,no,no,6.0,sing,plur,plur,boucher,médecins,attendent,Le boucher loin des médecins attendent ce notaire.,auditory,attendent,True,5.5
trial_33,GSLD,lr_pp,no,no,yes,,sing,plur,sing,comédien,gérants,punit,Le comédien loin des gérants punit le juge.,auditory,les,False,6.0
trial_34,GD,sr_pp,yes,yes,yes,6.0,sing,sing,plur,danseur,médecin,élisent,Loin du danseur un médecin élisent un peintre.,auditory,Loin,True,6.5
trial_35,GDLD,lr_obj,yes,yes,yes,6.0,plur,plur,sing,bouchers,marins,suit,Ces bouchers que les marins suit vomissent encore.,auditory,Ces,True,7.0
trial_36,GSLS,lr_obj,no,yes,no,,plur,plur,plur,comédiens,danseurs,reçoivent,Les comédiens que les danseurs reçoivent doivent payer.,auditory,défendent,False,5.0
trial_37,GSLS,lr_pp,no,yes,no,,plur,plur,plur,chanteurs,gardiens,entendent,Des chanteurs loin des gardiens entendent les marchands.,auditory,gardiens,True,5.5
trial_38,GS,sr_pp,no,yes,no,,sing,sing,sing,boucher,peintre,suit,Proche du boucher un peintre suit un serveur.,auditory,prêtre,False,6.0
trial_39,GD,sr_pp,yes,yes,yes,6.0,plur,plur,sing,coiffeurs,juges,endort,Près des coiffeurs ces juges endort des prêtres.,auditory,juges,True,6.5
trial_40,GDLS,lr_obj,no,no,yes,,plur,sing,sing,gardiens,plombier,séduit,Des gardiens que le plombier séduit repartent déjà.,auditory,Des,True,7.0
