trial,condition,structure,violation,congruency,interference,viol_loc,n1_number,n2_number,v1_number,n1,n2,v1,sentence,modality,probe_word,probe,rest_duration
trial_14,GD,sr_pp,yes,yes,yes,6.0,sing,sing,plur,comédien,gérant,suivent,Loin du comédien un gérant suivent le libraire.,visual,suivent,True,6.5
trial_15,GSLD,lr_pp,no,no,yes,,sing,plur,sing,danseur,libraires,émeut,Le danseur proche des libraires émeut un notaire.,visual,ce,False,7.0
trial_16,GSLS,lr_obj,no,yes,no,,plur,plur,plur,coiffeurs,libraires,craignent,Ces coiffeurs que ces libraires craignent doivent payer.,visual,écrivent,False,5.0
trial_17,GSLS,lr_obj,no,yes,no,,sing,sing,sing,coiffeur,malade,défend,Le coiffeur que le malade défend ment souvent.,visual,coiffeur,True,5.5
trial_18,GDLD,lr_obj,yes,yes,yes,6.0,sing,sing,plur,pompier,prêtre,bénissent,Un pompier que le prêtre bénissent sait nager.,visual,gardien,False,6.0
trial_19,GS,sr_pp,no,yes,no,,sing,sing,sing,champion,dentiste,décrit,Près du champion le dentiste décrit le marchand.,visual,dentiste,True,6.5
trial_20,GDLD,lr_pp,yes,yes,yes,6.0,plur,plur,sing,bouchers,juges,défend,Des bouchers près des juges défend ces peintres.,visual,bouchers,True,7.0
trial_21,GSLD,lr_pp,no,no,yes,,sing,plur,sing,chef,marins,attend,Un chef près des marins attend un peintre.,auditory,attend,True,5.0
trial_22,GSLD,lr_obj,yes,no,no,6.0,plur,sing,plur,bouchers,matelot,élisent,Ces bouchers que ce matelot élisent répondent rarement.,auditory,répondent,True,5.5
trial_23,GDLS,lr_pp,yes,no,no,6.0,sing,plur,plur,juge,libraires,défendent,Le juge loin des libraires défendent ce vendeur.,auditory,libraires,True,6.0
trial_24,GS,sr_pp,no,yes,no,,plur,plur,plur,médecins,peintres,plaignent,Loin des médecins les peintres plaignent ces plombiers.,auditory,des,True,6.5
trial_25,GS,sr_pp,no,yes,no,,sing,sing,sing,juge,médecin,séduit,Auprès du juge le médecin séduit le vendeur.,auditory,défend,False,7.0
trial_26,GSLS,lr_obj,no,yes,no,,plur,plur,plur,chanteurs,malades,élisent,Ces chanteurs que les malades élisent répondent rarement.,auditory,malades,True,5.0
trial_27,GDLS,lr_obj,no,no,yes,,plur,sing,sing,clients,facteur,craint,Les clients que ce facteur craint écrivent rarement.,auditory,marins,False,5.5
trial_28,GDLS,lr_pp,yes,no,no,6.0,plur,sing,sing,dentistes,facteur,défend,Les dentistes proche du facteur défend les peintres.,auditory,du,True,6.0
trial_29,GD,sr_pp,yes,yes,yes,6.0,sing,sing,plur,boucher,chef,haïssent,Auprès du boucher un chef haïssent le médecin.,auditory,ce,False,6.5
trial_30,GSLS,lr_pp,no,yes,no,,plur,plur,plur,chanteurs,clients,plaignent,Ces chanteurs auprès des clients plaignent des comédiens.,auditory,comédiens,True,7.0
trial_31,GSLS,lr_obj,no,yes,no,,sing,sing,sing,coiffeur,danseur,craint,Le coiffeur que ce danseur craint ment toujours.,auditory,danseur,True,5.0
trial_32,GDLD,lr_pp,yes,yes,yes,6.0,sing,sing,plur,gardien,peintre,haïssent,Un gardien loin du peintre haïssent un prêtre.,auditory,Un,True,5.5
trial_33,GDLD,lr_obj,yes,yes,yes,6.0,sing,sing,plur,dentiste,juge,punissent,Le dentiste que ce juge punissent écrit parfois.,auditory,punissent,True,6.0
trial_34,GDLD,lr_obj,yes,yes,yes,6.0,plur,plur,sing,chanteurs,juges,reçoit,Des chanteurs que les juges reçoit écrivent rarement.,auditory,chanteurs,True,6.5
trial_35,GSLS,lr_pp,no,yes,no,,sing,sing,sing,champion,notaire,attend,Un champion proche du notaire attend le serveur.,auditory,notaire,True,7.0
trial_36,GD,sr_pp,yes,yes,yes,6.0,plur,plur,sing,comédiens,juges,entend,Loin des comédiens ces juges entend les malades.,auditory,Loin,True,5.0
trial_37,GSLD,lr_pp,no,no,yes,,plur,sing,plur,marins,matelot,défendent,Ces marins près du matelot défendent ces notaires.,auditory,Des,False,5.5
trial_38,GDLD,lr_pp,yes,yes,yes,6.0,plur,plur,sing,dentistes,facteurs,entend,Ces dentistes proche des facteurs entend les prêtres.,auditory,gardiens,False,6.0
trial_39,GSLD,lr_obj,yes,no,no,6.0,sing,plur,sing,boucher,clients,bénit,Ce boucher que les clients bénit ment rarement.,auditory,Le,False,6.5
trial_40,GDLS,lr_obj,no,no,yes,,sing,plur,plur,boucher,notaires,bénissent,Un boucher que ces notaires bénissent ment rarement.,auditory,sait,False,7.0
