trial,condition,structure,violation,congruency,interference,viol_loc,n1_number,n2_number,v1_number,n1,n2,v1,sentence,modality,probe_word,probe,rest_duration
trial_21,GSLD,lr_pp,no,no,yes,,plur,sing,plur,coiffeurs,patient,plaignent,Les coiffeurs auprès du patient plaignent des prêtres.,auditory,plaignent,True,5.0
trial_22,GDLD,lr_obj,yes,yes,yes,6.0,plur,plur,sing,bouchers,notaires,craint,Des bouchers que ces notaires craint repartent dehors.,auditory,que,True,5.5
trial_23,GD,sr_pp,yes,yes,yes,6.0,plur,plur,sing,clients,gérants,punit,Auprès des clients les gérants punit des malades.,auditory,ces,False,6.0
trial_24,GDLD,lr_pp,yes,yes,yes,6.0,plur,plur,sing,champions,clients,défend,Des champions loin des clients défend les dentistes.,auditory,ces,False,6.5
trial_25,GSLD,lr_pp,no,no,yes,,sing,plur,sing,champion,coiffeurs,plaint,Ce champion près des coiffeurs plaint un marchand.,auditory,chanteur,False,7.0
trial_26,GD,sr_pp,yes,yes,yes,6.0,sing,sing,plur,gérant,soldat,servent,Près du gérant un soldat servent un vendeur.,auditory,gérant,True,5.0
trial_27,GDLS,lr_pp,yes,no,no,6.0,plur,sing,sing,clients,malade,sert,Des clients auprès du malade sert les patients.,auditory,serveurs,False,5.5
trial_28,GS,sr_pp,no,yes,no,,plur,plur,plur,chefs,facteurs,craignent,Loin des chefs les facteurs craignent les notaires.,auditory,ces,False,6.0
trial_29,GSLS,lr_obj,no,yes,no,,sing,sing,sing,marchand,marin,sert,Un marchand que le marin sert vomit partout.,auditory,auprès,False,6.5
trial_30,GS,sr_pp,no,yes,no,,sing,sing,sing,chanteur,gérant,endort,Près du chanteur le gérant endort un plombier.,auditory,ce,False,7.0
trial_31,GSLS,lr_obj,no,yes,no,,plur,plur,plur,comédiens,marins,punissent,Ces comédiens que les marins punissent veulent partir.,auditory,veulent,True,5.0
trial_32,GSLS,lr_pp,no,yes,no,,sing,sing,sing,facteur,libraire,entend,Le facteur près du libraire entend ce plombier.,auditory,ce,True,5.5
trial_33,GSLD,lr_obj,yes,no,no,6.0,plur,sing,plur,libraires,malade,reçoivent,Des libraires que ce malade reçoivent mentent parfois.,auditory,savent,False,6.0
trial_34,GDLD,lr_obj,yes,yes,yes,6.0,sing,sing,plur,boucher,chef,élisent,Un boucher que ce chef élisent part demain.,auditory,chef,True,6.5
trial_35,GSLD,lr_obj,yes,no,no,6.0,sing,plur,sing,danseur,gérants,élit,Le danseur que les gérants élit écrit toujours.,auditory,Le,True,7.0
trial_36,GDLS,lr_obj,no,no,yes,,plur,sing,sing,comédiens,gérant,craint,Les comédiens que ce gérant craint vomissent encore.,auditory,Les,True,5.0
trial_37,GDLD,lr_pp,yes,yes,yes,6.0,sing,sing,plur,chef,facteur,défendent,Le chef loin du facteur défendent ce marchand.,auditory,émeuvent,False,5.5
trial_38,GDLS,lr_obj,no,no,yes,,sing,plur,plur,champion,libraires,punissent,Ce champion que les libraires punissent répond rarement.,auditory,Le,False,6.0
trial_39,GDLS,lr_pp,yes,no,no,6.0,sing,plur,plur,champion,chefs,séduisent,Ce champion proche des chefs séduisent ce danseur.,auditory,haïssent,False,6.5
trial_40,GSLS,lr_pp,no,yes,no,,plur,plur,plur,patients,peintres,attendent,Des patients près des peintres attendent les plombiers.,auditory,près,True,7.0
