trial,condition,structure,violation,congruency,interference,viol_loc,n1_number,n2_number,v1_number,n1,n2,v1,sentence,modality,probe_word,probe,rest_duration
trial_12,GDLD,lr_pp,yes,yes,yes,6.0,sing,sing,plur,champion,dentiste,plaignent,Le champion près du dentiste plaignent un marin.,auditory,Ce,False,5.5
trial_13,GD,sr_pp,yes,yes,yes,6.0,sing,sing,plur,champion,gérant,plaignent,Auprès du champion le gérant plaignent un soldat.,auditory,ce,False,6.0
trial_14,GSLS,lr_pp,no,yes,no,,plur,plur,plur,danseurs,gardiens,servent,Les danseurs près des gardiens servent des malades.,auditory,ces,False,6.5
trial_15,GDLS,lr_obj,no,no,yes,,sing,plur,plur,danseur,notaires,décrivent,Un danseur que ces notaires décrivent doit manger.,auditory,ment,False,7.0
trial_16,GDLS,lr_pp,yes,no,no,6.0,sing,plur,plur,libraire,notaires,attendent,Un libraire loin des notaires attendent un soldat.,auditory,des,True,5.0
trial_17,GDLD,lr_obj,yes,yes,yes,6.0,plur,plur,sing,malades,matelots,entend,Les malades que ces matelots entend vomissent parfois.,auditory,doivent,False,5.5
trial_18,GDLD,lr_pp,yes,yes,yes,6.0,plur,plur,sing,marins,matelots,craint,Ces marins loin des matelots craint les prêtres.,auditory,loin,True,6.0
trial_19,GDLS,lr_obj,no,no,yes,,plur,sing,sing,chefs,marin,bénit,Les chefs que le marin bénit doivent manger.,auditory,partir,False,6.5
trial_20,GSLD,lr_pp,no,no,yes,,sing,plur,sing,champion,chanteurs,sert,Ce champion proche des chanteurs sert ce facteur.,auditory,auprès,False,7.0
trial_21,GSLS,lr_obj,no,yes,no,,plur,plur,plur,clients,danseurs,haïssent,Ces clients que les danseurs haïssent répondent lentement.,visual,reçoivent,False,5.0
trial_22,GSLD,lr_obj,yes,no,no,6.0,plur,sing,plur,malades,marin,punissent,Les malades que le marin punissent doivent payer.,visual,près,False,5.5
trial_23,GDLD,lr_pp,yes,yes,yes,6.0,plur,plur,sing,libraires,pompiers,endort,Des libraires loin des pompiers endort des serveurs.,visual,ces,False,6.0
trial_24,GDLS,lr_pp,yes,no,no,6.0,sing,plur,plur,peintre,prêtres,endorment,Un peintre loin des prêtres endorment un soldat.,visual,le,False,6.5
trial_25,GDLS,lr_obj,no,no,yes,,sing,plur,plur,danseur,libraires,craignent,Le danseur que ces libraires craignent repart aussitôt.,visual,Ce,False,7.0
trial_26,GDLD,lr_pp,yes,yes,yes,6.0,sing,sing,plur,matelot,soldat,attendent,Ce matelot auprès du soldat attendent le vendeur.,visual,marchand,False,5.0
trial_27,GDLS,lr_obj,no,no,yes,,plur,sing,sing,malades,matelot,émeut,Ces malades que le matelot émeut vomissent encore.,visual,Ces,True,5.5
trial_28,GSLS,lr_pp,no,yes,no,,sing,sing,sing,comédien,gardien,émeut,Un comédien proche du gardien émeut ce soldat.,visual,serveur,False,6.0
trial_29,GS,sr_pp,no,yes,no,,sing,sing,sing,matelot,notaire,entend,Près du matelot ce notaire entend un patient.,visual,ce,True,6.5
trial_30,GDLD,lr_obj,yes,yes,yes,6.0,sing,sing,plur,danseur,facteur,défendent,Le danseur que ce facteur défendent veut partir.,visual,loin,False,7.0
trial_31,GSLD,lr_pp,no,no,yes,,plur,sing,plur,coiffeurs,dentiste,bénissent,Des coiffeurs auprès du dentiste bénissent les patients.,visual,proche,False,5.0
trial_32,GD,sr_pp,yes,yes,yes,6.0,sing,sing,plur,facteur,libraire,reçoivent,Loin du facteur ce libraire reçoivent un plombier.,visual,dentiste,False,5.5
trial_33,GSLS,lr_pp,no,yes,no,,plur,plur,plur,chanteurs,pompiers,décrivent,Ces chanteurs près des pompiers décrivent des serveurs.,visual,les,False,6.0
trial_34,GSLD,lr_obj,yes,no,no,6.0,sing,plur,sing,comédien,danseurs,bénit,Le comédien que les danseurs bénit part lentement.,visual,les,True,6.5
trial_35,GDLS,lr_pp,yes,no,no,6.0,plur,sing,sing,bouchers,gérant,émeut,Des bouchers près du gérant émeut les libraires.,visual,champions,False,7.0
trial_36,GSLD,lr_pp,no,no,yes,,sing,plur,sing,notaire,pompiers,décrit,Un notaire proche des pompiers décrit ce prêtre.,visual,juges,False,5.0
trial_37,GSLS,lr_obj,no,yes,no,,sing,sing,sing,comédien,libraire,punit,Le comédien que le libraire punit sait danser.,visual,malade,False,5.5
trial_38,GD,sr_pp,yes,yes,yes,6.0,plur,plur,sing,clients,coiffeurs,entend,Près des clients les coiffeurs entend des médecins.,visual,clients,True,6.0
trial_39,GS,sr_pp,no,yes,no,,plur,plur,plur,libraires,marchands,plaignent,Auprès des libraires ces marchands plaignent des prêtres.,visual,marchands,True,6.5
trial_40,GDLD,lr_obj,yes,yes,yes,6.0,plur,plur,sing,libraires,prêtres,séduit,Des libraires que les prêtres séduit partent demain.,visual,Ces,False,7.0
